#    s        x        y     Ue/Vinf    Dstar     Theta      Cf
   2.04805  1.00010 -0.00002  0.84941  0.006483  0.003708  0.000000
   2.05283  1.00477 -0.00104  0.86768  0.005634  0.003427  0.000000
   2.05828  1.01012 -0.00206  0.87793  0.005212  0.003285  0.000000
   2.06449  1.01624 -0.00314  0.88712  0.004869  0.003165  0.000000
   2.07158  1.02323 -0.00428  0.89548  0.004579  0.003062  0.000000
   2.07966  1.03122 -0.00550  0.90325  0.004326  0.002972  0.000000
   2.08887  1.04034 -0.00681  0.91054  0.004101  0.002891  0.000000
   2.09938  1.05075 -0.00822  0.91741  0.003899  0.002818  0.000000
   2.11136  1.06263 -0.00974  0.92392  0.003716  0.002751  0.000000
   2.12502  1.07619 -0.01138  0.93009  0.003549  0.002691  0.000000
   2.14059  1.09167 -0.01314  0.93595  0.003397  0.002636  0.000000
   2.15835  1.10932 -0.01505  0.94152  0.003257  0.002585  0.000000
   2.17860  1.12947 -0.01710  0.94682  0.003129  0.002538  0.000000
   2.20169  1.15245 -0.01932  0.95184  0.003012  0.002496  0.000000
   2.22802  1.17867 -0.02171  0.95659  0.002906  0.002456  0.000000
   2.25804  1.20858 -0.02430  0.96107  0.002810  0.002420  0.000000
   2.29227  1.24270 -0.02709  0.96527  0.002725  0.002387  0.000000
   2.33131  1.28162 -0.03010  0.96919  0.002648  0.002357  0.000000
   2.37582  1.32601 -0.03334  0.97282  0.002581  0.002330  0.000000
   2.42657  1.37664 -0.03685  0.97617  0.002522  0.002305  0.000000
   2.48444  1.43439 -0.04063  0.97923  0.002471  0.002283  0.000000
   2.55043  1.50025 -0.04471  0.98201  0.002427  0.002263  0.000000
   2.62567  1.57536 -0.04912  0.98452  0.002389  0.002245  0.000000
   2.71147  1.66103 -0.05388  0.98675  0.002357  0.002230  0.000000
   2.80930  1.75872 -0.05902  0.98873  0.002329  0.002216  0.000000
   2.92085  1.87014 -0.06458  0.99047  0.002305  0.002204  0.000000
   3.04805  1.99719 -0.07060  0.99205  0.002285  0.002194  0.000000
