#    s        x        y     Ue/Vinf    Dstar     Theta      Cf
   1.88889  0.84115 -0.00804 -0.91990  0.001188  0.000839  0.002702
   1.90218  0.85439 -0.00697 -0.91564  0.001239  0.000874  0.002645
   1.91542  0.86759 -0.00596 -0.91144  0.001289  0.000908  0.002591
   1.92860  0.88074 -0.00502 -0.90748  0.001338  0.000943  0.002543
   1.94172  0.89383 -0.00415 -0.90356  0.001387  0.000977  0.002497
   1.95476  0.90684 -0.00335 -0.90010  0.001434  0.001010  0.002459
   1.96768  0.91975 -0.00262 -0.89660  0.001481  0.001043  0.002421
   1.98043  0.93248 -0.00198 -0.89349  0.001525  0.001075  0.002389
   1.99291  0.94495 -0.00142 -0.89052  0.001569  0.001106  0.002360
   2.00494  0.95697 -0.00095 -0.88783  0.001609  0.001135  0.002334
   2.01625  0.96827 -0.00053 -0.88285  0.001669  0.001174  0.002275
   2.02648  0.97849 -0.00018 -0.87310  0.001772  0.001235  0.002152
   2.03547  0.98748  0.00006 -0.86038  0.001908  0.001311  0.001993
   2.04330  0.99531  0.00013 -0.84790  0.002053  0.001390  0.001842
   2.04799  1.00000  0.00000 -0.84357  0.002107  0.001421  0.001797
   2.04799  1.00010 -0.00001  0.84357  0.006093  0.003815  0.000000
   2.05268  1.00477 -0.00036  0.86614  0.005258  0.003474  0.000000
   2.05802  1.01010 -0.00073  0.87823  0.004865  0.003310  0.000000
   2.06412  1.01619 -0.00114  0.88855  0.004558  0.003179  0.000000
   2.07109  1.02314 -0.00159  0.89757  0.004306  0.003071  0.000000
   2.07904  1.03108 -0.00207  0.90569  0.004090  0.002979  0.000000
   2.08812  1.04014 -0.00261  0.91313  0.003901  0.002898  0.000000
   2.09848  1.05048 -0.00319  0.92001  0.003731  0.002826  0.000000
   2.11030  1.06229 -0.00383  0.92645  0.003578  0.002762  0.000000
   2.12381  1.07578 -0.00453  0.93250  0.003438  0.002703  0.000000
   2.13922  1.09117 -0.00530  0.93821  0.003309  0.002650  0.000000
   2.15681  1.10874 -0.00613  0.94361  0.003190  0.002601  0.000000
   2.17689  1.12880 -0.00703  0.94873  0.003080  0.002556  0.000000
   2.19981  1.15170 -0.00801  0.95358  0.002979  0.002515  0.000000
   2.22597  1.17784 -0.00907  0.95816  0.002886  0.002477  0.000000
   2.25584  1.20769 -0.01022  0.96247  0.002801  0.002442  0.000000
   2.28993  1.24176 -0.01144  0.96652  0.002725  0.002410  0.000000
   2.32885  1.28065 -0.01275  0.97029  0.002656  0.002381  0.000000
   2.37328  1.32506 -0.01415  0.97380  0.002595  0.002355  0.000000
   2.42399  1.37574 -0.01563  0.97703  0.002540  0.002331  0.000000
   2.48187  1.43361 -0.01719  0.97999  0.002493  0.002309  0.000000
   2.54795  1.49966 -0.01882  0.98268  0.002451  0.002290  0.000000
   2.62337  1.57507 -0.02053  0.98510  0.002415  0.002272  0.000000
   2.70947  1.66115 -0.02229  0.98727  0.002384  0.002257  0.000000
   2.80775  1.75941 -0.02410  0.98919  0.002357  0.002244  0.000000
   2.91993  1.87158 -0.02594  0.99087  0.002334  0.002232  0.000000
   3.04800  1.99963 -0.02779  0.99240  0.002314  0.002222  0.000000
